Date of Race,Country,Track,Going,Type,Distance,Class,Time,Stall,Horse,Official Rating,Age,Pace,Weight,Jockey,Trainer,Headgear,SP Fav,Industry SP,Betfair SP,IP Min,IP Max,Pre Min,Pre Max,Forecasted Odds,Place,Winning Distance,Runners,SP Win Return,E/W Return,Betfair Win Return,Tick reduction,Tick inflation,% BSP reduction,% BSP inflation,Betfair Lay Return,Runs last 18 months,Wins Last 5 races,Avg % SP Drop Last 5 races,Avg % SP Drop last 18 mths,RBD Rating,RBD Rank,Total Prev Races,Days Since Last time out,Course Wins,Distance Wins,Class Wins,Going Wins,Last time out Position,Course Winner,Distance Winner,Up in Trip,Betfair Place SP,Placed in Betfair Market,Place Return,Place Lay Return,Betfair Rank
2025-07-23,GB,CATTERICK,SFT,Maiden,7f,5,14:30:00,2.0,Tailgunner Joe,0,2,2,9-7,Kyle Strydom,Dylan Cunha,,1,2.75,,,,,,2.75, , ,11,,,0,-,-,0,,0,1,0,36.0,36.0,105,1,1,32,0,0,0,0,6,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Maiden,7f,5,14:30:00,7.0,Ingleby Emma,0,2,2,9-2,Harrison Shaw,Adrian Nicholls,,10,67,,,,,,67.0, , ,11,,,0,-,-,0,,0,1,0,15.3,15.3,51,6,1,55,0,0,0,0,12,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Maiden,7f,5,14:30:00,5.0,Tekitoff,0,2,5,9-5,Cam Hardie,Danny Brooke,,11,101,,,,,,101.0, , ,11,,,0,-,-,0,,0,1,0,-39.1,-39.1,7,8,1,37,0,0,0,0,10,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Maiden,7f,5,14:30:00,9.0,Court Of Stars,0,2,5,9-2,Sam James,Ollie Sangster,,2,4,,,,,,4.0, , ,11,,,0,-,-,0,,0,2,0,36.9,36.9,104,2,2,15,0,0,0,0,2,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Maiden,7f,5,14:30:00,10.0,Princess Maitha,0,2,0,9-2,Joe Fanning,Charlie Johnston,,3,6,,,,,,6.0, , ,11,,,0,-,-,0,,0,0,0,0.0,0.0,10,7,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Maiden,7f,5,14:30:00,1.0,Lyrical Song,0,2,5,9-7,David Allan,Tim Easterby,,4,8,,,,,,8.0, , ,11,,,0,-,-,0,,0,2,0,7.75,7.75,87,3,2,39,0,0,0,0,6,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Maiden,7f,5,14:30:00,3.0,Boy Named Sioux,0,2,3,9-7,Oisin Orr,Richard Fahey,,5,9,,,,,,9.0, , ,11,,,0,-,-,0,,0,2,0,18.3,18.3,83,4,2,25,0,0,0,0,3,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Maiden,7f,5,14:30:00,11.0,Madame Koko,0,2,0,9-0,Jason Hart,John & Sean Quinn,,6,11,,,,,,11.0, , ,11,,,0,-,-,0,,0,0,0,0.0,0.0,7,8,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Maiden,7f,5,14:30:00,6.0,Secret Testimony,0,2,0,9-7,Zak Wheatley,Declan Carroll,,7,26,,,,,,26.0, , ,11,,,0,-,-,0,,0,0,0,0.0,0.0,7,8,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Maiden,7f,5,14:30:00,4.0,Oso Great,0,2,5,9-7,Ben Robinson,David O´Meara,,7,26,,,,,,26.0, , ,11,,,0,-,-,0,,0,1,0,41.2,41.2,69,5,1,16,0,0,0,0,8,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Maiden,7f,5,14:30:00,8.0,Danrana,0,2,0,9-2,Oisin McSweeney,Fionn McSharry,,9,34,,,,,,34.0, , ,11,,,0,-,-,0,,0,0,0,0.0,0.0,7,8,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Nursery,7f,5,15:00:00,5.0,Magic Box,68,2,5,9-7,Cieren Fallon,William Haggas,,1,2.75,,,,,,2.75, , ,8,,,0,-,-,0,,0,5,1,10.08,10.08,113,1,5,5,0,1,1,0,2,NO,YES,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Nursery,7f,5,15:00:00,1.0,Sporting Light,64,2,3,9-3,Oisin Orr,Richard Fahey,,2,5.5,,,,,,5.5, , ,8,,,0,-,-,0,,0,4,0,13.38,13.38,92,3,4,20,0,0,0,0,3,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Nursery,7f,5,15:00:00,7.0,Eclipser,70,2,7,9-9,P J McDonald,Charlie Clover,,3,6,,,,,,6.0, , ,8,,,0,-,-,0,,0,3,1,51.73,51.73,95,2,3,20,0,0,1,0,4,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Nursery,7f,5,15:00:00,8.0,Willowinghurn,67,2,8,9-6,Mark Winn,David O´Meara,,3,6,,,,,,6.0, , ,8,,,0,-,-,0,,0,5,1,29.94,29.94,90,4,5,8,0,0,1,0,2,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Nursery,7f,5,15:00:00,4.0,Carnation Queen,66,2,2,9-5,Harry Russell,Ollie Pears,,5,7,,,,,,7.0, , ,8,,,0,-,-,0,,0,3,1,21.9,21.9,90,4,3,40,0,0,0,0,1,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Nursery,7f,5,15:00:00,3.0,Hamaleel,69,2,4,9-8,Luke Morris,Archie Watson,,6,11,,,,,,11.0, , ,8,,,0,-,-,0,,0,3,0,-70.2,-70.2,84,6,3,25,0,0,0,0,3,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Nursery,7f,5,15:00:00,6.0,Monty Magoo,49,2,5,8-2,Cam Hardie,Roger Fell,H,7,26,,,,,,26.0, , ,8,,,0,-,-,0,,0,4,0,-28.88,-28.88,67,8,4,8,0,0,0,0,3,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Nursery,7f,5,15:00:00,2.0,Harswell River,53,2,6,8-6,Joe Fanning,Roger Fell,,8,34,,,,,,34.0, , ,8,,,0,-,-,0,,0,4,0,61.88,61.88,81,7,4,14,0,0,0,0,7,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,7f,6,15:30:00,6.0,Coconut Bay,64,6,8,10-1,Jason Hart,Tristan Davidson,,1,4.5,,,,,,4.5, , ,10,,,0,-,-,0,,0,35,3,25.16,31.68,106,1,62,14,3,6,6,0,1,YES,YES,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,7f,6,15:30:00,7.0,Royal Blaze,50,4,4,9-1,Archie Young,Ewan Whillans,H,10,21,,,,,,21.0, , ,10,,,0,-,-,0,,0,9,0,3.38,-3.2,76,10,13,16,0,1,1,0,9,NO,YES,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,7f,6,15:30:00,8.0,Petra Celera,65,4,7,10-2,Sam James,Roger Fell,C,2,5,,,,,,5.0, , ,10,,,0,-,-,0,,0,22,1,41.74,38.65,96,2,34,12,1,3,1,0,5,YES,YES,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,7f,6,15:30:00,4.0,Emerald Army,58,4,8,9-9,Zak Wheatley,Declan Carroll,,3,6,,,,,,6.0, , ,10,,,0,-,-,0,,0,13,0,3.42,24.27,87,5,16,3,0,1,2,0,5,NO,YES,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,7f,6,15:30:00,5.0,One More Bottle,52,4,8,9-3,Elizabeth Gale,Lizzie Quinlan,V,4,7,,,,,,7.0, , ,10,,,0,-,-,0,,0,9,1,72.58,64.7,83,6,9,8,0,0,1,0,3,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,7f,6,15:30:00,3.0,Sunny Orange,57,5,4,9-8,David Allan,Tim Easterby,C,5,9,,,,,,9.0, , ,10,,,0,-,-,0,,0,18,1,21.42,23.81,89,4,34,8,0,2,2,0,8,NO,YES,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,7f,6,15:30:00,1.0,Homer Stokes,64,7,7,10-1,William Pyle,David & Nicola Barron,,6,11,,,,,,11.0, , ,10,,,0,-,-,0,,0,18,0,-7.38,7.44,93,3,38,9,3,7,5,3,6,YES,YES,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,7f,6,15:30:00,2.0,Bella Love,60,3,6,9-4,Joe Fanning,Ivan Furtado,,6,11,,,,,,11.0, , ,10,,,0,-,-,0,,0,11,0,-30.46,10.33,79,8,11,37,0,0,0,0,5,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,7f,6,15:30:00,10.0,Mwafaq,58,3,6,9-2,Oisin Orr,Richard Fahey,C,8,13,,,,,,13.0, , ,10,,,0,-,-,0,,0,7,0,-31.7,-30.69,82,7,7,13,0,0,0,0,4,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,7f,6,15:30:00,9.0,Woodleigh,56,4,5,9-7,Mark Winn,Roger Fell,C,9,17,,,,,,17.0, , ,10,,,0,-,-,0,,0,13,0,-31.78,-22.45,77,9,20,46,0,0,0,1,8,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,6,16:00:00,8.0,Penn Avenue,55,3,5,9-9,Jason Hart,Daniel & Claire Kubler,,1,2.5,,,,,,2.5, , ,9,,,0,-,-,0,,0,7,1,13.7,-5.94,96,1,7,15,0,0,1,0,1,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,6,16:00:00,4.0,Advertorial,48,3,6,9-2,Cieren Fallon,Ed Dunlop,C,2,5,,,,,,5.0, , ,9,,,0,-,-,0,,0,8,1,13.76,-7.06,88,2,8,23,0,1,1,0,5,NO,YES,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,6,16:00:00,3.0,Cardinal Point,55,3,6,9-9,Oisin Orr,Michael Bell,V,3,6,,,,,,6.0, , ,9,,,0,-,-,0,,0,7,0,12.22,5.66,81,3,7,23,0,0,0,0,3,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,6,16:00:00,7.0,Rosso Levanto,53,3,8,9-7,Joe Fanning,Charlie Johnston,,4,7,,,,,,7.0, , ,9,,,0,-,-,0,,0,6,0,29.4,40.57,79,4,6,50,0,0,0,0,4,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,6,16:00:00,2.0,Brave Emerald,55,3,3,9-9,David Allan,Tim Easterby,T,5,7.5,,,,,,7.5, , ,9,,,0,-,-,0,,0,6,0,13.52,6.43,75,5,6,16,0,0,0,0,3,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,6,16:00:00,9.0,Nippasso,49,3,6,9-3,Sam James,Michael & David Easterby,,6,17,,,,,,17.0, , ,9,,,0,-,-,0,,0,7,0,26.38,19.7,74,6,7,16,0,0,0,0,11,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,6,16:00:00,5.0,Himself,52,3,2,9-6,Cam Hardie,Philip Kirby,,6,17,,,,,,17.0, , ,9,,,0,-,-,0,,0,7,0,23.43,27.4,71,7,7,51,0,0,0,0,9,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,6,16:00:00,1.0,Hickton,46,3,9,9-0,Zak Wheatley,Declan Carroll,,8,51,,,,,,51.0, , ,9,,,0,-,-,0,,0,9,0,33.28,31.56,64,8,9,3,0,0,0,0,10,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,6,16:00:00,6.0,Bovey Belle,46,3,5,9-0,Rhys Elliott,Olly Williams,,8,51,,,,,,51.0, , ,9,,,0,-,-,0,,0,5,0,53.33,32.0,53,9,5,26,0,0,0,0,5,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,4,16:30:00,1.0,Bosphorus Rose,77,3,7,9-5,Luke Morris,Sir Mark Prescott Bt,,1,2.2,,,,,,2.2, , ,5,,,0,-,-,0,,0,6,2,63.78,69.75,122,1,6,13,0,1,0,0,1,NO,YES,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,4,16:30:00,5.0,Me And Bobby McGee,71,3,7,8-13,Joe Fanning,Charlie Johnston,B,2,3.25,,,,,,3.25, , ,5,,,0,-,-,0,,0,4,1,4.93,4.93,104,2,4,11,0,0,0,0,1,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,4,16:30:00,2.0,Afloat,77,5,3,10-2,P J McDonald,George Scott,T,3,4.5,,,,,,4.5, , ,5,,,0,-,-,0,,0,12,1,27.82,52.3,100,3,20,4,0,0,1,0,5,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,4,16:30:00,4.0,Pappa Louis,72,3,2,9-0,Jason Hart,Tom Dascombe,C,4,11,,,,,,11.0, , ,5,,,0,-,-,0,,0,10,0,13.36,15.2,90,4,10,21,0,0,1,0,5,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,1m4f,4,16:30:00,3.0,Solar Saving,67,4,4,9-6,Taryn Langley,John Berry,,5,26,,,,,,26.0, , ,5,,,0,-,-,0,,0,2,0,-2.5,-2.5,85,5,4,55,0,0,0,0,9,NO,NO,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,6f,6,17:00:00,6.0,Crocodile Power,60,7,6,9-12,Dale Swift,Seb Spencer,,1,3.5,,,,,,3.5, , ,9,,,0,-,-,0,,0,17,0,-6.34,27.02,103,1,40,16,3,3,6,2,3,YES,YES,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,6f,6,17:00:00,8.0,Miss Rainbow,57,4,9,9-9,William Pyle,Tracy Waggott,V,2,4,,,,,,4.0, , ,9,,,0,-,-,0,,0,18,3,65.58,7.7,101,2,24,6,1,1,3,0,3,YES,YES,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,6f,6,17:00:00,2.0,Highjacked,56,9,8,9-8,Oisin Orr,John Davies,,3,7,,,,,,7.0, , ,9,,,0,-,-,0,,0,10,0,9.34,14.45,91,3,45,26,1,4,3,1,12,YES,YES,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,6f,6,17:00:00,1.0,Quercus,53,8,10,9-5,Oisin McSweeney,Ann Duffield,C,4,7.5,,,,,,7.5, , ,9,,,0,-,-,0,,0,12,0,51.76,42.9,81,5,47,21,5,6,4,0,14,YES,YES,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,6f,6,17:00:00,7.0,Langholm,51,9,9,9-3,Rhys Elliott,Michael Dods,TC,5,8,,,,,,8.0, , ,9,,,0,-,-,0,,0,23,0,24.92,27.55,81,5,76,8,2,1,6,0,9,YES,YES,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,6f,6,17:00:00,9.0,Mews House,46,8,8,8-12,David Allan,Rebecca Menzies,TV,6,8.5,,,,,,8.5, , ,9,,,0,-,-,0,,0,16,0,3.62,17.86,74,7,65,105,3,1,4,0,6,YES,YES,YES,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,6f,6,17:00:00,5.0,So Grateful,58,7,10,9-10,Sam James,Michael & David Easterby,,7,11,,,,,,11.0, , ,9,,,0,-,-,0,,0,20,1,18.44,28.35,85,4,59,16,0,3,4,0,13,NO,YES,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,6f,6,17:00:00,3.0,Duchess Tattoo,46,4,5,8-12,Jason Hart,Ivan Furtado,T,8,26,,,,,,26.0, , ,9,,,0,-,-,0,,0,3,0,59.43,59.43,69,8,3,46,0,0,0,0,14,NO,NO,NO,, ,0,0,
2025-07-23,GB,CATTERICK,SFT,Other Handicap,6f,6,17:00:00,10.0,Hyrcanian,46,4,4,8-12,Alex Jary,Ron Barr,,9,67,,,,,,67.0, , ,9,,,0,-,-,0,,0,7,0,27.0,29.94,69,8,12,72,0,0,0,0,15,NO,NO,YES,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,7f,4,17:15:00,5.0,Crystal Pier,0,2,2,9-2,Rossa Ryan,Ralph Beckett,,1,1.73,,,,,,1.73, , ,9,,,0,-,-,0,,0,1,0,29.9,29.9,122,1,1,29,0,0,0,0,3,NO,NO,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,7f,4,17:15:00,7.0,Flash Of Fire,0,2,0,9-2,Oisin Murphy,James Ferguson,,2,3.75,,,,,,3.75, , ,9,,,0,-,-,0,,0,0,0,0.0,0.0,15,9,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,7f,4,17:15:00,3.0,Queen Tamara,0,2,7,9-2,Callum Rodriguez,Harry Charlton,,3,8,,,,,,8.0, , ,9,,,0,-,-,0,,0,1,0,3.3,3.3,82,4,1,26,0,0,0,0,5,NO,NO,YES,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,7f,4,17:15:00,2.0,Aleen,0,2,1,9-2,Dylan Hogan,Sir Mark Prescott Bt,,4,10,,,,,,10.0, , ,9,,,0,-,-,0,,0,1,0,18.9,18.9,88,2,1,13,0,0,0,0,5,NO,NO,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,7f,4,17:15:00,1.0,Land Of Liberty,0,2,2,9-2,Kieran Shoemark,David Menuisier,,5,26,,,,,,26.0, , ,9,,,0,-,-,0,,0,2,0,-17.05,-17.05,84,3,2,19,0,0,0,0,6,NO,NO,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,7f,4,17:15:00,4.0,Mohaasset,0,2,7,9-2,Sean Kirrane,Darryll Holland,,6,34,,,,,,34.0, , ,9,,,0,-,-,0,,0,2,0,14.75,14.75,79,5,2,25,0,0,0,0,5,NO,NO,YES,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,7f,4,17:15:00,9.0,Resalah,0,2,2,9-2,Kieran O´Neill,Alice Haynes,,7,41,,,,,,41.0, , ,9,,,0,-,-,0,,0,2,0,7.2,7.2,75,6,2,33,0,0,0,0,5,NO,NO,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,7f,4,17:15:00,6.0,Gunalt Wavelength,0,2,4,9-2,Joanna Mason,Michael & David Easterby,,8,101,,,,,,101.0, , ,9,,,0,-,-,0,,0,1,0,24.5,24.5,53,7,1,13,0,0,0,0,7,NO,NO,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,7f,4,17:15:00,8.0,Twilight Dawn,0,2,2,9-2,Tom Eaves,Simon Whitaker,,8,101,,,,,,101.0, , ,9,,,0,-,-,0,,0,1,0,6.0,6.0,23,8,1,34,0,0,0,0,6,NO,NO,YES,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,5f,5,17:45:00,2.0,Exclamation,79,2,7,9-7,Rossa Ryan,Grace Harris,,1,2.63,,,,,,2.63, , ,11,,,0,-,-,0,,0,4,0,20.93,20.93,114,1,4,34,0,0,0,0,14,NO,NO,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,5f,5,17:45:00,6.0,Sands Of Seve,0,2,5,9-5,Barry McHugh,Robert Cowell,,12,67,,,,,,67.0, , ,11,,,0,-,-,0,,0,2,0,52.55,52.55,48,6,2,37,0,0,0,0,11,NO,NO,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,5f,5,17:45:00,9.0,U S S Charleston,0,2,4,9-5,George Wood,Lemos De Souza,,2,2.75,,,,,,2.75, , ,11,,,0,-,-,0,,0,2,0,6.0,3.0,109,2,2,27,0,0,0,0,2,NO,NO,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,5f,5,17:45:00,12.0,See That Spark,0,2,0,9-7,Callum Rodriguez,Edward Bethell,,3,11,,,,,,11.0, , ,11,,,0,-,-,0,,0,0,0,0.0,0.0,10,7,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,5f,5,17:45:00,1.0,Summertime Madness,0,2,0,9-2,Kieran O´Neill,Alice Haynes,,3,11,,,,,,11.0, , ,11,,,0,-,-,0,,0,0,0,0.0,0.0,10,7,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,5f,5,17:45:00,4.0,Supreme Clarets,0,2,0,9-7,Jack Garritty,Richard Fahey,,3,11,,,,,,11.0, , ,11,,,0,-,-,0,,0,0,0,0.0,0.0,10,7,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,5f,5,17:45:00,11.0,Royal Bodyguard,0,2,8,9-7,Kieran Shoemark,Michael Bell,,6,13,,,,,,13.0, , ,11,,,0,-,-,0,,0,2,0,-30.15,-30.15,71,4,2,41,0,0,0,0,5,NO,NO,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,5f,5,17:45:00,7.0,Contorno,0,2,0,9-5,Andrew Elliott,Tom Tate,,7,26,,,,,,26.0, , ,11,,,0,-,-,0,,0,0,0,0.0,0.0,7,10,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,5f,5,17:45:00,10.0,Tharseo,0,2,0,9-5,Dougie Costello,Steph Hollinshead,,8,34,,,,,,34.0, , ,11,,,0,-,-,0,,0,0,0,0.0,0.0,7,10,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,5f,5,17:45:00,8.0,Twist Or Stick,0,2,6,9-0,Dominique Van Der Kraats,Alice Haynes,,8,34,,,,,,34.0, , ,11,,,0,-,-,0,,0,2,0,41.4,41.4,66,5,2,56,0,0,0,0,9,NO,NO,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,5f,5,17:45:00,5.0,No Way Hozay,0,2,10,9-0,Darragh Keenan,Michael Keady,H,8,34,,,,,,34.0, , ,11,,,0,-,-,0,,0,2,0,72.85,72.85,78,3,2,27,0,0,0,0,8,NO,NO,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Novice Stakes,5f,5,17:45:00,3.0,Breeze Star,0,2,0,9-7,Sean Kirrane,Noel Wilson,,8,34,,,,,,34.0, , ,11,,,0,-,-,0,,0,0,0,0.0,0.0,7,10,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Other Handicap,6f,6,18:20:00,3.0,Missmimi,54,5,4,9-5,Joanna Mason,Tina Jackson,,1,SS,,,,,,2.75, , ,7,,,0,-,-,0,,0,12,2,28.42,45.03,102,1,17,15,0,1,1,0,1,NO,YES,YES,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Other Handicap,6f,6,18:20:00,6.0,Ishe Worth Agamble,56,4,2,9-7,Sean Kirrane,Tim Easterby,TC,2,5,,,,,,5.0, , ,7,,,0,-,-,0,,0,14,1,19.9,11.42,100,2,18,19,1,2,2,0,4,YES,YES,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Other Handicap,6f,6,18:20:00,5.0,Hurstwood,57,8,7,9-8,Aiden Brookes,Peter Niven,,3,5.5,,,,,,5.5, , ,7,,,0,-,-,0,,0,21,1,25.68,22.85,95,3,74,21,0,9,8,1,2,NO,YES,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Other Handicap,6f,6,18:20:00,7.0,Supernova Steps,50,4,6,9-1,Rossa Ryan,David Loughnane,,3,5.5,,,,,,5.5, , ,7,,,0,-,-,0,,0,14,0,-31.18,7.67,84,4,14,15,0,1,1,0,4,NO,YES,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Other Handicap,6f,6,18:20:00,2.0,Punchbowl Flyer,58,8,5,9-9,Georgia Dobie,John O´Shea,B,5,6.5,,,,,,6.5, , ,7,,,0,-,-,0,,0,11,0,14.06,15.4,81,5,50,46,0,7,0,2,2,NO,YES,NO,, ,0,0,
2025-07-23,GB,DONCASTER,SFT,Other Handicap,6f,6,18:20:00,1.0,Crafty Spirit,55,4,5,9-6,Tom Eaves,John Wainwright,V,6,15,,,,,,15.0, , ,7,,,0,-,-,0,,0,13,0,-21.16,11.4,77,6,15,8,0,1,1,0,5,NO,YES,YES,, ,0,0,
